filename,x,y,w,h,label
CV19_label_renamed_176.json,511,760,54,47,0
CV19_label_renamed_177.json,351,599,158,125,1
CV19_label_renamed_177.json,450,786,71,63,0
CV19_label_renamed_177.json,418,565,53,56,0
CV19_label_renamed_177.json,681,514,51,53,0
CV19_label_renamed_178.json,1046,240,138,101,2
CV19_label_renamed_178.json,639,311,120,141,1
CV19_label_renamed_178.json,420,304,58,58,0
CV19_label_renamed_179.json,196,319,61,59,0
CV19_label_renamed_179.json,417,873,57,59,0
CV19_label_renamed_180.json,506,390,113,130,2
CV19_label_renamed_180.json,614,400,112,140,2
CV19_label_renamed_180.json,1307,626,154,125,2
CV19_label_renamed_180.json,893,519,206,82,1
CV19_label_renamed_180.json,865,158,170,84,1
CV19_label_renamed_181.json,613,244,94,118,2
CV19_label_renamed_181.json,834,169,122,96,2
CV19_label_renamed_181.json,1164,152,108,124,2
CV19_label_renamed_181.json,1153,663,121,104,2
CV19_label_renamed_181.json,806,409,150,108,1
CV19_label_renamed_181.json,1170,763,142,84,1
CV19_label_renamed_181.json,769,813,159,68,1
CV19_label_renamed_181.json,582,799,160,90,1
CV19_label_renamed_181.json,836,693,56,54,0
CV19_label_renamed_181.json,954,208,54,59,0
CV19_label_renamed_181.json,750,188,48,53,0
CV19_label_renamed_181.json,550,188,47,49,0
CV19_label_renamed_182.json,787,70,107,120,1
CV19_label_renamed_182.json,717,186,112,140,1
CV19_label_renamed_182.json,910,432,71,164,1
CV19_label_renamed_182.json,829,386,57,54,0
CV19_label_renamed_182.json,1112,634,50,54,0
CV19_label_renamed_182.json,1180,646,52,56,0
CV19_label_renamed_182.json,1314,503,54,57,0
CV19_label_renamed_182.json,1292,88,108,115,2
CV19_label_renamed_183.json,1292,179,96,115,2
CV19_label_renamed_183.json,1330,303,81,125,1
CV19_label_renamed_183.json,1200,336,143,95,1
CV19_label_renamed_183.json,1161,361,38,49,0
CV19_label_renamed_183.json,1047,516,53,56,0
CV19_label_renamed_183.json,908,293,48,49,0
CV19_label_renamed_183.json,859,253,47,49,0
CV19_label_renamed_183.json,927,176,142,70,1
CV19_label_renamed_183.json,674,308,111,106,2
CV19_label_renamed_183.json,742,498,51,58,0
CV19_label_renamed_184.json,720,691,96,123,2
CV19_label_renamed_184.json,1323,405,115,102,2
CV19_label_renamed_184.json,1342,262,124,90,2
CV19_label_renamed_184.json,1289,151,95,125,2
CV19_label_renamed_184.json,844,243,112,105,2
CV19_label_renamed_184.json,1228,215,54,46,0
CV19_label_renamed_184.json,1238,656,55,54,0
CV19_label_renamed_184.json,934,429,45,48,0
CV19_label_renamed_184.json,848,344,46,47,0
CV19_label_renamed_184.json,986,622,166,79,1
CV19_label_renamed_184.json,946,314,120,129,1
CV19_label_renamed_184.json,976,694,156,99,1
CV19_label_renamed_184.json,960,768,137,67,1
CV19_label_renamed_186.json,1121,586,57,54,0
CV19_label_renamed_186.json,1292,373,47,48,0
CV19_label_renamed_186.json,1344,355,47,48,0
CV19_label_renamed_186.json,1145,182,55,55,0
CV19_label_renamed_186.json,929,183,43,51,0
CV19_label_renamed_186.json,999,159,88,118,2
CV19_label_renamed_186.json,1342,624,113,123,2
CV19_label_renamed_186.json,896,510,126,96,2
CV19_label_renamed_186.json,957,416,119,106,1
CV19_label_renamed_186.json,1020,807,164,61,1
CV19_label_renamed_186.json,984,610,88,150,1
CV19_label_renamed_186.json,826,806,156,63,1
CV19_label_renamed_187.json,1259,20,118,93,2
CV19_label_renamed_187.json,990,350,59,53,0
CV19_label_renamed_187.json,1003,480,49,53,0
CV19_label_renamed_187.json,1170,602,56,54,0
CV19_label_renamed_187.json,1093,469,118,134,1
CV19_label_renamed_187.json,1357,476,98,118,1
CV19_label_renamed_188.json,1048,125,118,95,2
CV19_label_renamed_188.json,982,409,115,92,2
CV19_label_renamed_188.json,935,260,51,48,0
CV19_label_renamed_188.json,817,369,50,49,0
CV19_label_renamed_188.json,1192,359,50,44,0
CV19_label_renamed_188.json,860,265,121,95,1
CV19_label_renamed_188.json,854,403,68,152,1
CV19_label_renamed_189.json,742,334,155,96,1
CV19_label_renamed_189.json,809,392,166,71,1
CV19_label_renamed_189.json,1076,655,153,84,1
CV19_label_renamed_189.json,968,634,59,59,0
CV19_label_renamed_189.json,1047,776,47,53,0
CV19_label_renamed_189.json,1097,787,56,57,0
CV19_label_renamed_189.json,1288,254,113,104,2
CV19_label_renamed_189.json,1336,137,106,105,2
CV19_label_renamed_190.json,1119,7,110,93,2
CV19_label_renamed_190.json,1006,407,96,117,2
CV19_label_renamed_190.json,1322,559,122,91,2
CV19_label_renamed_190.json,1355,314,52,52,0
CV19_label_renamed_190.json,1157,764,50,52,0
CV19_label_renamed_190.json,882,603,54,53,0
CV19_label_renamed_190.json,785,549,62,52,0
CV19_label_renamed_190.json,1111,440,144,86,1
CV19_label_renamed_190.json,1063,684,160,69,1
CV19_label_renamed_190.json,903,710,165,99,1
CV19_label_renamed_191.json,656,828,70,67,0
CV19_label_renamed_191.json,895,469,120,144,2
CV19_label_renamed_191.json,757,660,146,116,2
CV19_label_renamed_191.json,421,731,140,146,2
CV19_label_renamed_192.json,722,308,44,48,0
CV19_label_renamed_192.json,659,427,57,56,0
CV19_label_renamed_192.json,265,373,53,47,0
CV19_label_renamed_193.json,831,526,47,51,0
CV19_label_renamed_193.json,971,325,55,52,0
CV19_label_renamed_193.json,586,298,134,135,1
CV19_label_renamed_193.json,1019,355,132,146,1
CV19_label_renamed_194.json,864,159,172,84,1
CV19_label_renamed_194.json,893,519,206,81,1
CV19_label_renamed_194.json,1309,625,152,127,2
CV19_label_renamed_194.json,507,391,115,129,2
CV19_label_renamed_194.json,616,399,111,143,2
CV19_label_renamed_195.json,662,231,54,51,0
CV19_label_renamed_195.json,510,294,56,54,0
CV19_label_renamed_195.json,542,619,126,155,2
CV19_label_renamed_195.json,1175,524,157,123,1
CV19_label_renamed_196.json,1131,670,145,135,2
CV19_label_renamed_196.json,464,662,164,125,2
CV19_label_renamed_196.json,845,355,111,128,2
CV19_label_renamed_197.json,711,200,52,47,0
CV19_label_renamed_197.json,570,237,48,56,0
CV19_label_renamed_197.json,1000,441,53,51,0
CV19_label_renamed_197.json,901,455,195,107,1
CV19_label_renamed_197.json,1232,545,171,83,1
CV19_label_renamed_198.json,679,205,113,133,2
CV19_label_renamed_198.json,570,766,58,62,0
CV19_label_renamed_198.json,403,614,167,134,1
CV19_label_renamed_198.json,267,603,116,142,2
CV19_label_renamed_199.json,454,361,46,56,0
CV19_label_renamed_199.json,383,266,54,46,0
CV19_label_renamed_199.json,429,158,138,115,2
CV19_label_renamed_199.json,683,289,106,170,1
CV19_label_renamed_200.json,616,247,154,94,1
CV19_label_renamed_200.json,558,470,54,54,0
CV19_label_renamed_200.json,973,530,128,147,2
CV19_label_renamed_201.json,722,808,62,61,0
CV19_label_renamed_201.json,693,519,128,138,2
CV19_label_renamed_201.json,864,408,171,97,1
CV19_label_renamed_202.json,1075,653,57,51,0
CV19_label_renamed_202.json,820,507,97,166,1
CV19_label_renamed_202.json,610,612,135,121,2
CV19_label_renamed_202.json,701,560,51,57,0
CV19_label_renamed_202.json,1027,388,196,94,1
CV19_label_renamed_202.json,1049,199,101,123,2
CV19_label_renamed_203.json,974,652,53,54,0
CV19_label_renamed_203.json,945,291,137,113,2
CV19_label_renamed_203.json,1093,413,130,123,2
CV19_label_renamed_203.json,906,418,181,69,1
CV19_label_renamed_203.json,915,516,208,90,1
CV19_label_renamed_203.json,1170,569,142,143,1
CV19_label_renamed_203.json,706,686,113,143,2
CV19_label_renamed_203.json,1115,778,61,56,0
CV19_label_renamed_203.json,525,664,59,57,0
CV19_label_renamed_204.json,941,368,56,53,0
CV19_label_renamed_204.json,993,350,54,53,0
CV19_label_renamed_204.json,1129,573,189,131,1
CV19_label_renamed_205.json,1083,460,127,131,2
CV19_label_renamed_205.json,962,583,148,134,2
CV19_label_renamed_206.json,631,214,54,52,0
CV19_label_renamed_206.json,881,518,49,54,0
CV19_label_renamed_206.json,808,705,64,62,0
CV19_label_renamed_207.json,1054,776,54,58,0
CV19_label_renamed_207.json,1074,664,176,108,1
CV19_label_renamed_207.json,988,579,92,198,1
CV19_label_renamed_207.json,787,597,203,86,1
CV19_label_renamed_208.json,1189,156,111,123,2
CV19_label_renamed_208.json,862,179,101,117,2
CV19_label_renamed_208.json,581,198,50,48,0
CV19_label_renamed_208.json,840,398,104,157,1
CV19_label_renamed_209.json,789,186,50,51,0
CV19_label_renamed_210.json,829,669,78,183,1
CV19_label_renamed_210.json,905,685,120,147,2
CV19_label_renamed_210.json,567,878,62,52,0
CV19_label_renamed_211.json,626,825,143,160,2
CV19_label_renamed_211.json,898,653,151,143,2
CV19_label_renamed_211.json,571,464,161,188,1
CV19_label_renamed_211.json,1160,146,69,58,0
CV19_label_renamed_211.json,820,158,69,68,0
CV19_label_renamed_211.json,683,179,64,58,0
CV19_label_renamed_212.json,1364,785,162,135,2
CV19_label_renamed_212.json,773,491,144,199,1
CV19_label_renamed_212.json,985,689,135,155,2
CV19_label_renamed_212.json,923,690,69,60,0
CV19_label_renamed_212.json,904,368,63,62,0
CV19_label_renamed_212.json,985,378,68,73,0
CV19_label_renamed_212.json,888,274,215,105,1
CV19_label_renamed_212.json,1139,230,127,159,1
CV19_label_renamed_212.json,1199,124,135,152,2
CV19_label_renamed_212.json,671,29,138,142,2
CV19_label_renamed_212.json,794,52,180,182,1
CV19_label_renamed_213.json,954,834,135,167,2
CV19_label_renamed_213.json,1264,958,73,60,0
CV19_label_renamed_213.json,1256,684,71,73,0
CV19_label_renamed_213.json,1349,514,55,60,0
CV19_label_renamed_213.json,627,475,161,150,2
CV19_label_renamed_213.json,1406,352,158,178,1
CV19_label_renamed_213.json,1199,126,153,129,2
CV19_label_renamed_213.json,569,68,145,148,2
CV19_label_renamed_214.json,710,418,85,219,1
CV19_label_renamed_214.json,500,298,155,137,2
CV19_label_renamed_214.json,788,421,163,126,2
CV19_label_renamed_214.json,479,96,156,141,2
CV19_label_renamed_215.json,509,818,155,157,2
CV19_label_renamed_215.json,709,576,225,94,1
CV19_label_renamed_215.json,1170,548,154,149,2
CV19_label_renamed_215.json,623,185,153,136,2
CV19_label_renamed_216.json,875,824,168,182,1
CV19_label_renamed_216.json,467,488,169,143,2
CV19_label_renamed_216.json,1044,304,140,155,2
CV19_label_renamed_216.json,637,219,128,157,2
CV19_label_renamed_218.json,602,854,117,168,2
CV19_label_renamed_218.json,574,384,162,191,1
CV19_label_renamed_218.json,808,75,152,138,2
CV19_label_renamed_218.json,518,112,168,125,2
CV19_label_renamed_218.json,514,73,65,57,0
CV19_label_renamed_219.json,962,588,69,58,0
CV19_label_renamed_219.json,903,436,192,148,1
CV19_label_renamed_220.json,866,69,161,131,2
CV19_label_renamed_221.json,855,278,94,167,1
CV19_label_renamed_221.json,999,210,60,50,0
CV19_label_renamed_221.json,1064,333,58,44,0
CV19_label_renamed_221.json,1034,703,138,131,2
CV19_label_renamed_221.json,516,522,118,139,2
CV19_label_renamed_222.json,476,275,118,121,2
CV19_label_renamed_222.json,812,194,50,60,0
CV19_label_renamed_222.json,1119,425,56,54,0
CV19_label_renamed_222.json,1245,230,129,119,2
CV19_label_renamed_222.json,759,717,209,91,1
CV19_label_renamed_223.json,519,203,60,54,0
CV19_label_renamed_223.json,441,342,133,122,2
CV19_label_renamed_223.json,1024,408,52,50,0
CV19_label_renamed_223.json,913,822,152,125,2
CV19_label_renamed_223.json,759,707,168,159,1
CV19_label_renamed_224.json,813,212,56,54,0
CV19_label_renamed_224.json,541,557,128,137,2
CV19_label_renamed_224.json,687,515,115,144,2
CV19_label_renamed_224.json,851,634,185,135,1
CV19_label_renamed_224.json,1033,679,63,53,0
CV19_label_renamed_225.json,433,187,119,114,2
CV19_label_renamed_225.json,478,418,152,116,2
CV19_label_renamed_225.json,465,691,58,63,0
CV19_label_renamed_225.json,1069,681,191,134,1
CV19_label_renamed_225.json,988,383,56,44,0
CV19_label_renamed_226.json,885,189,53,48,0
CV19_label_renamed_226.json,835,288,124,125,2
CV19_label_renamed_226.json,1157,401,109,135,2
CV19_label_renamed_226.json,1071,701,208,93,1
CV19_label_renamed_226.json,774,820,65,59,0
CV19_label_renamed_227.json,526,228,50,59,0
CV19_label_renamed_227.json,507,323,50,52,0
CV19_label_renamed_227.json,640,384,195,76,1
CV19_label_renamed_227.json,985,198,108,123,2
CV19_label_renamed_227.json,511,739,150,116,2
CV19_label_renamed_228.json,666,427,158,140,1
CV19_label_renamed_228.json,631,484,63,51,0
CV19_label_renamed_228.json,761,571,148,112,2
CV19_label_renamed_228.json,857,685,61,46,0
CV19_label_renamed_228.json,1069,474,138,123,2
CV19_label_renamed_229.json,467,180,51,47,0
CV19_label_renamed_229.json,450,232,130,111,2
CV19_label_renamed_229.json,466,445,49,60,0
CV19_label_renamed_229.json,756,594,130,135,2
CV19_label_renamed_229.json,1101,485,159,153,1
CV19_label_renamed_230.json,433,382,132,122,2
CV19_label_renamed_230.json,919,211,116,129,2
CV19_label_renamed_230.json,865,635,59,53,0
CV19_label_renamed_230.json,1020,462,87,191,1
CV19_label_renamed_230.json,1171,477,78,175,1
CV19_label_renamed_230.json,860,875,65,55,0
CV19_label_renamed_231.json,500,274,126,125,2
CV19_label_renamed_231.json,605,379,61,53,0
CV19_label_renamed_231.json,819,421,112,146,2
CV19_label_renamed_231.json,927,364,89,164,1
CV19_label_renamed_231.json,1022,297,146,152,1
CV19_label_renamed_231.json,639,801,59,63,0
CV19_label_renamed_232.json,511,180,130,95,2
CV19_label_renamed_232.json,590,359,133,118,2
CV19_label_renamed_232.json,653,501,52,54,0
CV19_label_renamed_232.json,619,535,56,66,0
CV19_label_renamed_232.json,957,500,160,169,1
CV19_label_renamed_232.json,1137,276,73,162,1
CV19_label_renamed_233.json,574,456,57,54,0
CV19_label_renamed_233.json,613,390,129,174,1
CV19_label_renamed_233.json,693,625,57,55,0
CV19_label_renamed_233.json,794,514,151,117,2
CV19_label_renamed_233.json,935,684,150,164,1
CV19_label_renamed_233.json,1237,178,128,110,2
CV19_label_renamed_235.json,529,405,53,65,0
CV19_label_renamed_235.json,572,345,97,133,2
CV19_label_renamed_235.json,663,409,83,184,1
CV19_label_renamed_235.json,667,645,58,58,0
CV19_label_renamed_235.json,772,708,128,149,2
CV19_label_renamed_235.json,1139,816,202,84,1
CV19_label_renamed_236.json,414,13,158,129,2
CV19_label_renamed_236.json,674,16,193,91,1
CV19_label_renamed_236.json,907,101,69,61,0
CV19_label_renamed_237.json,853,47,143,146,2
CV19_label_renamed_237.json,664,406,178,135,1
CV19_label_renamed_238.json,535,780,194,130,1
CV19_label_renamed_238.json,874,170,62,58,0
CV19_label_renamed_238.json,780,365,67,60,0
CV19_label_renamed_239.json,632,24,66,55,0
CV19_label_renamed_240.json,898,464,99,201,1
CV19_label_renamed_241.json,1185,619,149,150,2
CV19_label_renamed_241.json,594,258,128,148,2
CV19_label_renamed_242.json,463,85,145,147,2
CV19_label_renamed_242.json,591,20,137,144,2
CV19_label_renamed_243.json,805,88,124,161,2
CV19_label_renamed_243.json,445,139,151,146,2
CV19_label_renamed_243.json,836,377,230,142,1
CV19_label_renamed_244.json,912,316,131,235,1
CV19_label_renamed_244.json,860,116,61,62,0
CV19_label_renamed_244.json,622,44,124,157,2
CV19_label_renamed_244.json,402,35,136,155,2
CV19_label_renamed_245.json,864,120,125,166,2
CV19_label_renamed_245.json,904,674,152,142,2
CV19_label_renamed_245.json,1007,88,90,243,1
CV19_label_renamed_245.json,791,913,62,61,0
CV19_label_renamed_246.json,690,516,133,159,2
CV19_label_renamed_246.json,831,86,137,148,2
CV19_label_renamed_246.json,978,93,113,153,2
CV19_label_renamed_246.json,1071,358,105,188,1
CV19_label_renamed_246.json,1092,158,155,215,1
CV19_label_renamed_246.json,1136,492,67,63,0
CV19_label_renamed_247.json,1043,652,145,147,2
CV19_label_renamed_247.json,980,930,161,124,2
CV19_label_renamed_248.json,606,360,135,151,2
CV19_label_renamed_248.json,694,616,137,153,2
CV19_label_renamed_248.json,1198,529,146,136,2
CV19_label_renamed_248.json,1203,412,158,135,1
CV19_label_renamed_248.json,1319,480,62,53,0
CV19_label_renamed_248.json,880,504,129,241,1
CV19_label_renamed_248.json,1074,173,67,60,0
CV19_label_renamed_249.json,454,730,150,149,2
CV19_label_renamed_249.json,910,525,161,224,1
CV19_label_renamed_250.json,688,501,168,126,2
CV19_label_renamed_250.json,742,272,201,102,1
CV19_label_renamed_250.json,1000,198,67,53,0
CV19_label_renamed_250.json,1008,98,223,149,1
CV19_label_renamed_252.json,510,190,138,140,2
CV19_label_renamed_252.json,718,209,150,148,2
CV19_label_renamed_252.json,1054,145,71,58,0
CV19_label_renamed_252.json,1035,512,152,138,0
CV19_label_renamed_253.json,1267,690,85,180,1
CV19_label_renamed_254.json,706,1005,69,62,0
CV19_label_renamed_254.json,654,133,146,149,2
CV19_label_renamed_254.json,924,836,64,58,0
CV19_label_renamed_254.json,724,656,68,67,0
CV19_label_renamed_254.json,799,669,66,70,0
CV19_label_renamed_254.json,396,90,64,55,0
CV19_label_renamed_254.json,444,93,163,118,2
CV19_label_renamed_254.json,1127,405,125,156,2
CV19_label_renamed_254.json,986,386,149,136,2
CV19_label_renamed_254.json,1011,170,136,143,2
CV19_label_renamed_254.json,879,653,112,176,1
CV19_label_renamed_254.json,759,578,256,95,1
CV19_label_renamed_254.json,928,492,172,161,1
CV19_label_renamed_254.json,892,321,177,118,1
CV19_label_renamed_254.json,848,226,161,159,1
CV19_label_renamed_255.json,375,517,151,153,2
CV19_label_renamed_255.json,767,896,195,114,1
CV19_label_renamed_255.json,1083,169,73,71,0
CV19_label_renamed_255.json,584,914,80,79,0
CV19_label_renamed_255.json,524,89,153,164,2
CV19_label_renamed_255.json,838,105,205,127,1
CV19_label_renamed_256.json,956,264,209,115,1
CV19_label_renamed_256.json,649,833,134,142,2
CV19_label_renamed_256.json,496,853,70,75,0
CV19_label_renamed_256.json,419,108,60,75,0
CV19_label_renamed_256.json,438,53,65,61,0
CV19_label_renamed_257.json,1045,767,148,138,2
CV19_label_renamed_257.json,405,391,134,172,2
CV19_label_renamed_257.json,330,218,75,68,0
CV19_label_renamed_257.json,981,324,75,71,0
CV19_label_renamed_257.json,715,148,104,217,1
CV19_label_renamed_257.json,498,339,119,167,1
CV19_label_renamed_258.json,495,825,164,158,2
CV19_label_renamed_258.json,469,679,77,76,0
CV19_label_renamed_258.json,1150,434,129,208,1
CV19_label_renamed_259.json,793,333,172,139,2
CV19_label_renamed_259.json,472,338,73,70,0
CV19_label_renamed_259.json,893,170,180,161,1
CV19_label_renamed_260.json,962,439,172,133,2
CV19_label_renamed_260.json,985,113,141,193,1
CV19_label_renamed_260.json,1022,856,81,81,0
CV19_label_renamed_261.json,592,830,165,141,2
CV19_label_renamed_261.json,938,85,70,72,0
CV19_label_renamed_261.json,902,914,197,91,1
CV19_label_renamed_262.json,1179,965,55,66,0
CV19_label_renamed_262.json,376,138,167,142,2
CV19_label_renamed_262.json,918,216,205,156,1
CV19_label_renamed_263.json,484,622,70,69,0
CV19_label_renamed_263.json,1067,767,130,161,2
CV19_label_renamed_263.json,872,793,190,169,1
CV19_label_renamed_264.json,892,519,134,152,2
CV19_label_renamed_264.json,1102,99,63,66,0
CV19_label_renamed_264.json,930,122,147,183,1
CV19_label_renamed_265.json,825,604,168,127,2
CV19_label_renamed_265.json,626,585,157,142,2
CV19_label_renamed_265.json,1203,554,189,136,1
CV19_label_renamed_265.json,1135,224,150,223,1
CV19_label_renamed_265.json,1226,198,65,68,0
CV19_label_renamed_265.json,1250,290,51,67,0
CV19_label_renamed_266.json,485,330,163,132,2
CV19_label_renamed_267.json,803,864,211,110,1
CV19_label_renamed_267.json,690,806,69,78,0
CV19_label_renamed_267.json,734,562,71,71,0
CV19_label_renamed_267.json,692,338,65,67,0
CV19_label_renamed_267.json,857,369,67,60,0
CV19_label_renamed_267.json,528,210,58,68,0
CV19_label_renamed_267.json,486,1,164,126,2
CV19_label_renamed_267.json,937,245,132,190,1
CV19_label_renamed_267.json,1157,454,131,162,2
CV19_label_renamed_217.json,1189,839,60,67,0
CV19_label_renamed_217.json,799,82,60,61,0
CV19_label_renamed_217.json,486,66,179,165,1
CV19_label_renamed_234.json,688,201,48,63,0
CV19_label_renamed_234.json,465,336,179,125,1
CV19_label_renamed_234.json,926,360,184,72,1
CV19_label_renamed_234.json,641,648,58,56,0
CV19_label_renamed_234.json,670,660,144,134,2
CV19_label_renamed_234.json,818,688,134,139,2
CV19_label_renamed_251.json,542,110,61,65,0
CV19_label_renamed_268.json,1299,899,70,76,0
CV19_label_renamed_268.json,403,50,151,148,2
CV19_label_renamed_285.json,465,242,121,121,2
CV19_label_renamed_285.json,576,258,52,55,0
CV19_label_renamed_285.json,806,172,187,81,1
CV19_label_renamed_269.json,526,888,75,70,0
CV19_label_renamed_269.json,1225,375,58,67,0
CV19_label_renamed_269.json,847,417,208,87,1
CV19_label_renamed_269.json,876,296,165,125,2
CV19_label_renamed_269.json,739,87,138,150,2
CV19_label_renamed_269.json,516,16,205,105,1
CV19_label_renamed_270.json,1217,487,66,65,0
CV19_label_renamed_270.json,1058,59,66,58,0
CV19_label_renamed_270.json,729,244,60,76,0
CV19_label_renamed_270.json,640,292,127,198,1
CV19_label_renamed_270.json,958,311,148,136,2
CV19_label_renamed_271.json,616,633,152,156,2
CV19_label_renamed_271.json,547,212,148,145,2
CV19_label_renamed_271.json,679,20,152,147,2
CV19_label_renamed_271.json,826,54,149,134,2
CV19_label_renamed_271.json,1176,394,178,140,2
CV19_label_renamed_271.json,1135,101,93,203,1
CV19_label_renamed_272.json,408,760,172,130,2
CV19_label_renamed_272.json,654,97,129,158,2
CV19_label_renamed_272.json,787,41,134,156,2
CV19_label_renamed_272.json,850,334,148,135,2
CV19_label_renamed_272.json,660,502,221,105,1
CV19_label_renamed_272.json,926,839,186,116,1
CV19_label_renamed_272.json,1042,588,101,211,1
CV19_label_renamed_272.json,1285,454,148,182,1
CV19_label_renamed_273.json,1090,370,150,126,2
CV19_label_renamed_273.json,492,59,129,166,2
CV19_label_renamed_274.json,1199,601,211,121,1
CV19_label_renamed_274.json,1002,175,128,158,2
CV19_label_renamed_274.json,865,68,60,61,0
CV19_label_renamed_275.json,908,404,62,77,0
CV19_label_renamed_275.json,881,460,71,66,0
CV19_label_renamed_275.json,963,444,57,66,0
CV19_label_renamed_275.json,936,507,73,66,0
CV19_label_renamed_275.json,997,539,65,58,0
CV19_label_renamed_276.json,697,392,106,185,1
CV19_label_renamed_276.json,484,556,53,55,0
CV19_label_renamed_276.json,530,692,126,123,2
CV19_label_renamed_276.json,402,685,131,136,2
CV19_label_renamed_276.json,929,99,44,44,0
CV19_label_renamed_277.json,542,435,96,174,1
CV19_label_renamed_277.json,792,432,144,167,1
CV19_label_renamed_277.json,961,355,106,133,2
CV19_label_renamed_277.json,729,770,59,49,0
CV19_label_renamed_277.json,836,206,49,50,0
CV19_label_renamed_277.json,640,133,120,114,2
CV19_label_renamed_278.json,475,714,139,111,2
CV19_label_renamed_278.json,445,679,52,54,0
CV19_label_renamed_278.json,606,697,198,111,1
CV19_label_renamed_278.json,1147,570,126,134,2
CV19_label_renamed_278.json,1086,395,118,118,2
CV19_label_renamed_278.json,895,162,113,155,1
CV19_label_renamed_278.json,1013,111,46,46,0
CV19_label_renamed_279.json,426,688,139,107,2
CV19_label_renamed_279.json,769,428,53,59,0
CV19_label_renamed_279.json,724,128,122,108,2
CV19_label_renamed_279.json,1068,337,51,50,0
CV19_label_renamed_279.json,966,398,174,135,1
CV19_label_renamed_280.json,505,441,62,51,0
CV19_label_renamed_280.json,935,595,136,127,2
CV19_label_renamed_280.json,692,108,45,45,0
CV19_label_renamed_280.json,898,291,162,124,1
CV19_label_renamed_281.json,537,123,48,47,0
CV19_label_renamed_281.json,748,160,116,113,2
CV19_label_renamed_281.json,822,203,131,152,1
CV19_label_renamed_281.json,757,462,56,58,0
CV19_label_renamed_281.json,671,596,53,54,0
CV19_label_renamed_282.json,910,731,58,65,0
CV19_label_renamed_282.json,554,563,124,126,2
CV19_label_renamed_282.json,603,397,77,177,1
CV19_label_renamed_282.json,665,465,55,52,0
CV19_label_renamed_282.json,1048,372,56,52,0
CV19_label_renamed_283.json,554,233,53,53,0
CV19_label_renamed_283.json,697,236,111,117,2
CV19_label_renamed_283.json,852,385,51,51,0
CV19_label_renamed_283.json,1092,381,48,50,0
CV19_label_renamed_283.json,712,337,158,149,1
CV19_label_renamed_283.json,834,189,87,157,1
CV19_label_renamed_284.json,823,681,57,55,0
CV19_label_renamed_284.json,867,339,126,121,2
CV19_label_renamed_284.json,925,101,182,75,1
CV19_label_renamed_284.json,1133,119,50,56,0
CV19_label_renamed_284.json,270,247,181,72,1
CV19_label_renamed_284.json,741,204,101,174,1
CV19_label_renamed_286.json,235,471,160,119,2
CV19_label_renamed_286.json,716,618,139,161,2
CV19_label_renamed_286.json,866,97,115,148,2
CV19_label_renamed_286.json,575,171,213,101,1
CV19_label_renamed_286.json,1135,383,126,198,1
CV19_label_renamed_286.json,1235,520,176,97,1
CV19_label_renamed_286.json,1456,208,87,208,1
CV19_label_renamed_286.json,332,330,60,65,0
CV19_label_renamed_286.json,1149,963,60,70,0
CV19_label_renamed_286.json,1470,942,65,79,0
CV19_label_renamed_287.json,1082,376,112,118,2
CV19_label_renamed_287.json,1300,485,128,98,2
CV19_label_renamed_287.json,1390,464,62,51,0
CV19_label_renamed_287.json,1369,645,50,57,0
CV19_label_renamed_287.json,1261,590,45,41,0
CV19_label_renamed_287.json,1213,622,146,106,1
CV19_label_renamed_287.json,1166,538,104,122,1
CV19_label_renamed_287.json,1059,497,105,126,2
CV19_label_renamed_287.json,1001,498,87,166,1
CV19_label_renamed_287.json,1232,235,41,45,0
CV19_label_renamed_287.json,1263,208,57,59,0
CV19_label_renamed_287.json,1298,129,164,72,1
CV19_label_renamed_287.json,1124,122,128,105,2
CV19_label_renamed_287.json,848,313,93,152,1
CV19_label_renamed_288.json,1218,353,109,120,2
CV19_label_renamed_288.json,1106,140,113,116,2
CV19_label_renamed_288.json,1055,166,97,159,1
CV19_label_renamed_288.json,887,98,99,120,2
CV19_label_renamed_288.json,945,240,90,135,1
CV19_label_renamed_288.json,695,427,149,69,1
CV19_label_renamed_288.json,843,266,64,61,0
CV19_label_renamed_288.json,618,276,113,133,2
CV19_label_renamed_288.json,626,450,57,56,0
CV19_label_renamed_289.json,762,257,148,145,2
CV19_label_renamed_289.json,758,621,73,69,0
CV19_label_renamed_289.json,1000,331,88,210,1
CV19_label_renamed_289.json,932,530,155,156,2
CV19_label_renamed_289.json,1360,940,59,63,0
CV19_label_renamed_289.json,1038,969,60,59,0
CV19_label_renamed_289.json,1149,496,161,152,2
CV19_label_renamed_289.json,1458,824,62,73,0
CV19_label_renamed_289.json,1479,983,66,66,0
CV19_label_renamed_289.json,609,730,126,163,2
CV19_label_renamed_289.json,1308,409,207,106,1
CV19_label_renamed_289.json,732,100,184,80,1
CV19_label_renamed_290.json,1129,106,68,73,0
CV19_label_renamed_290.json,1030,575,74,66,0
CV19_label_renamed_290.json,704,566,55,77,0
CV19_label_renamed_290.json,766,589,60,78,0
CV19_label_renamed_290.json,748,302,168,126,1
CV19_label_renamed_290.json,634,402,206,132,1
CV19_label_renamed_290.json,1091,432,114,209,1
CV19_label_renamed_290.json,544,620,156,135,2
CV19_label_renamed_290.json,770,608,160,156,2
CV19_label_renamed_290.json,568,873,148,155,2
CV19_label_renamed_290.json,716,870,105,163,2
CV19_label_renamed_290.json,1392,602,53,58,0
CV19_label_renamed_291.json,904,439,204,122,1
